"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.249465046007023,1.07321505387662,0.232446465511191,0.816191262789377
"x1",5.50946914607345,1.91147233022619,2.88231697574272,0.00394762396295056
"x2",-5.87557576135623,1.96658866484669,-2.987699393566,0.00281085873911223
