"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.598755127746992,0.646028244631264,-0.926824999870936,0.354017402652063
"x1",0.428799489173628,1.03725872479397,0.413396849719244,0.679315882330641
