"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.331257221333041,1.64511165141724,-0.201358504176702,0.840418259505876
"x1",14.8027964448373,5.02411802680509,2.94634727246857,0.00321551168671993
"x2",-14.1876619274235,4.89136079928893,-2.90055518486511,0.00372502240721205
